Time,Q_in_m3_d,S1_in_mg_L,S1_out_mg_L,CH4_Prod_L_d
101,6.103418827953908,2104.1468960057623,47.633979922085906,5059.2223960398715
102,5.377000520443247,2369.854200700282,55.35237975645862,5505.899412770889
103,2.7862357823228265,2813.1290240373387,43.79620239764183,5326.356076472627
104,4.791780048860869,3316.1973884323465,51.72911130160975,6407.704956814107
105,4.168266397215428,2381.9836481497337,55.62457368083451,6388.219403987858
106,4.4748452770829745,2978.9177190220767,60.629571567678205,6824.27112596272
107,4.188558033202288,1686.941280387338,60.56271829987799,6051.937582500451
108,3.4098174837908717,2951.8631543120246,51.68159610872782,5974.249395011689
109,5.697712730571167,2911.1139332987227,63.71375923240093,6901.384688325567
110,3.473914329777006,2725.4880775477172,56.063807967094164,6643.029834548266
111,3.843899869995094,2485.5144467175924,52.28667957475495,6331.276754030834
112,5.368057527812942,2551.722131983937,60.634328281098625,6657.972125178146
113,6.1556472606631925,1770.8777368931196,73.61363372206986,6253.70903664914
114,4.773511200549958,3211.445180273005,70.36437370142194,6843.251513189541
115,3.8082411104022205,3449.3194735857937,62.02318915267984,7223.824614664458
116,5.0586152709529,2538.231722045238,68.69579590860653,7322.741625157029
117,4.809804916006909,2600.5948323234584,70.81872317739807,7275.886025725126
118,4.413662065946075,2310.539274533429,66.83871956118881,6814.987921028403
119,4.193954914015174,2250.509077629952,60.0438981461016,6293.775016185597
120,4.7801364004165485,2504.322928036517,58.65513655878941,6316.195895590581
121,4.719112424826483,2093.4689387691405,57.52676692202784,5975.053142701536
122,5.178729027742712,2066.0190027880167,59.79200019149108,5801.887794264099
123,4.728964026336373,2315.683787028542,58.35755395176655,5775.97318596052
124,3.3740923651715047,2293.3320150350883,48.04407155957972,5367.237204821791
125,5.03871919474979,2932.8541019066665,53.537097219881325,6165.006063808149
126,4.430108254373592,3159.0933314889753,56.720389762805716,6794.715112966716
127,4.358765088307889,3019.973878687456,60.29445631654399,7189.748544986999
128,4.252313530147196,2431.531144727743,61.49805181515824,6942.200813544208
129,4.554680459968241,2616.9122850902245,62.86790508655421,6899.200350121111
130,3.6915098730832887,2042.339705564206,54.874855257939515,6096.478634814973
131,3.9591662561073435,1253.6159962153802,48.34411498593691,4857.671149678963
132,4.213767841750529,2276.4533378445044,43.13319324612999,4840.098233847901
133,2.977921165777523,2216.4461258544384,33.566905109662585,4444.015257840515
134,5.284579316878661,2596.704743265416,40.816482257029314,5321.380137217114
135,2.107973314508391,2196.056178680509,29.936079341689254,4623.574091800591
136,3.6643019801945194,1678.9823324273393,29.70957640792851,4189.004200451599
137,3.0835925778579947,2785.892813177125,26.560092300856883,4386.954823960355
138,4.530006228134081,2968.8508001618184,33.34022004443536,5370.797534457001
139,3.278770672144952,2842.026096986447,33.28384834293108,5502.664033076178
140,3.0531548626705307,2657.5718134678664,31.666750619044148,5356.823866926112
141,4.148251297996325,2423.7859385171655,36.5215073265347,5464.61094684791
142,4.671795884719465,2624.9271940313306,43.80212422008859,5890.017809990393
143,4.155931422558637,1758.1354188136343,45.35512029307765,5291.310199595398
144,4.7955792797749055,3407.9166146007215,50.408252196031675,6446.526592597014
145,4.9993467401346665,1718.615105946686,58.087829943140235,5938.46942221056
146,4.383889743736855,2642.6365210253157,57.160244041676165,6049.82254208181
147,4.699064829427403,3051.7847370094296,59.59556114819297,6661.747463087344
148,2.6877689761232437,2238.2841657116446,46.549327629386966,5886.7600069851605
149,3.3953339489593257,2957.330229357222,41.279989983254644,5894.658974518433
150,3.530879840863368,2275.641222139992,38.15021374390227,5483.159652601261
151,4.658540305955239,2451.57466069167,42.42351738124556,5706.118694822406
152,4.909639904255647,2693.5353908895236,48.518076345803216,6193.849075335388
153,3.980148679959002,2246.677148090154,47.02487029731496,5849.429542335405
154,3.614784518555431,2748.6113043474747,42.60484275174262,5797.105121934533
155,3.2206559979349167,2341.1172134885046,36.70098664685095,5336.994385367244
156,5.369042504257837,2014.923832532389,45.013850463397716,5394.203795773853
157,4.503554692198564,1836.4900677391402,45.64167550747658,5014.428373779654
158,5.842481909325426,2737.947984307915,56.29483078136165,5993.350971939745
159,3.42089795976277,2227.0127325219264,49.03513599146511,5600.429231693271
160,5.281453021623682,3124.383505053706,58.86715614450863,6628.250614794332
161,4.312820399801504,3602.525383494459,61.90835155869711,7489.849355043622
162,5.198462065468886,1904.6962184780764,73.51945759199154,7046.699858187249
163,5.305481213530685,2912.9235535599023,80.1139195869957,7472.54349680959
164,3.6052660254141182,3184.554840762899,67.89626817597835,7409.500756349559
165,6.209622215709636,2285.974280997552,82.90134016674867,7452.806801681109
166,2.464864901006553,2412.1631530437444,58.38303033668398,6362.316381684924
167,4.680800954760829,2816.5436109261855,56.660896905101716,6625.834169922064
168,6.277114329934228,2330.02245274445,70.41771708653978,6912.686697921883
169,4.664428382379181,2532.729580968591,67.58814110848284,6787.781719437876
170,5.089005735802299,2875.3222503476627,69.46669209964857,7175.21344381704
171,4.166762493834311,3210.4130514857466,64.18531397968268,7438.90796652252
172,6.299504581925872,2349.6710163691496,81.51180026783322,7602.337864594346
173,3.0988012615426386,3653.923959243315,62.943156549706295,7475.802627972333
174,5.660304203685574,1759.2248542842594,70.69979578684074,6754.915578471207
175,5.275916786481288,2259.641566472221,70.34503168010677,6511.95327445826
176,3.9865509946029194,3340.5410761154426,59.696872075433426,6817.169479914303
177,5.1795336430360575,2388.951614118034,63.85054808429868,6837.319419059949
178,4.3969900757196125,2435.977522366624,60.72049621309806,6588.354424698243
179,3.8083415178570155,2604.0266338524207,53.10162807016743,6311.301466851719
180,4.869218794060005,2645.2439100959236,55.75180593434724,6549.71591533259
181,4.117584805800563,2154.4350604286683,52.29195600505423,6066.218421369249
182,2.6058790227176316,2245.0543920690884,38.689219356895,5219.177168887852
183,5.231111563502407,2066.612465861512,44.086358208208374,5303.299294747947
184,4.061001497932363,2127.329223094871,41.5438521619462,5068.95820640086
185,4.879948975728386,1830.0009850049755,44.746630755288706,4886.92210662202
186,4.885705540674742,2857.4130467282585,48.70989098953322,5639.670785443008
187,2.756636226374026,2476.2232136683874,39.14883887033304,5272.256563185819
188,4.402580496727904,2107.887005093215,42.93620335459648,5225.926189949679
189,6.280081404775401,2514.6246043853826,61.8211938947385,6092.721593878897
190,3.733436956702628,2751.7046395349016,57.301529519020235,6132.942116781435
191,6.174260474335252,2140.2481376651576,75.85735745821482,6368.871643974051
192,4.834434023465021,3268.313173169937,78.37528447096247,7074.532800062559
193,5.121763146424149,2519.7689232317275,85.17010561133009,7251.576484220284
194,5.7689477932889615,2168.6446213313916,96.43328041988052,7142.285050371234
195,3.2048581186726475,2195.0917926809198,75.48538241524375,6369.5184873752005
196,4.583695161344905,2385.257757243975,70.66015866430996,6226.789057579153
197,5.202901954368137,2488.852924945623,72.90905621782406,6423.352068616101
198,3.537682960025087,2495.3738695349084,61.27014989956832,6092.895016528634
199,5.181875635127824,2053.1950170743444,65.64876889236582,5947.428274164237
200,4.43730261748833,2460.905817213653,62.82332059918681,5943.8421473522085
201,4.350993059576806,2508.7411672049784,60.48038854701937,5991.559241369657
202,5.852346046832208,3146.093182196904,74.65832538937343,7147.915142826594
203,3.446403363841419,2219.1131136108393,65.16821720046106,6630.414436894006
204,4.3696736119827895,3115.6361265418286,65.03738386569222,7027.680535526119
205,5.8448975785498085,3385.4164718380616,81.52705596862526,8281.792612262334
206,5.1719179733854155,3259.078562970608,90.34300314494192,8924.119842089965
207,3.759364834695914,2475.778370355963,78.83849925859913,8170.060592496341
208,3.5142893717915342,2128.1367787106633,64.2709334809208,6959.82169381152
209,3.8911925723896257,2542.5380064029023,53.885079156300925,6417.599725794303
210,4.380995133669325,3278.549567240586,49.69294002954277,6963.602293382302
211,5.333309428360613,2875.75037803619,56.466062084644214,7484.0761966296
212,4.8468858048787,3048.13321913182,59.43428025094306,7811.192573670127
213,5.019830155606442,3306.1905045137187,63.80116373909824,8403.929771469628
214,4.957760684929104,3128.4589803006156,67.0188360855184,8648.076537148336
215,4.33581312199947,2205.5755690069736,61.742052133225556,7596.795872303633
216,4.889261935231466,3003.731438093836,59.58137687352896,7730.0584816178325
217,5.25822144298098,2370.463156713242,60.793031914258016,7349.35409091357
218,5.012851579863504,2720.4228638033496,59.19035745515595,7326.934977151878
219,4.757839296575072,2587.3963497551463,56.397319835008595,7118.313663243844
220,2.7498560263627243,2706.3198932873916,40.22341761956427,6216.985323260448
221,4.400148700321469,2059.850151808894,38.636888220893766,5692.165784697795
222,5.94492364979182,3668.239884523146,50.64683533674512,7746.193721058258
223,2.987190401225398,2270.405544157616,40.98067460447158,6746.927653181336
224,5.487059740790883,2457.0675470663537,50.56334385349974,6885.374284696492
225,4.608833415889123,2667.5813420599634,50.64827126989461,6840.821921773875
226,6.210133507139781,3058.665256216002,65.31870873264987,7922.612465945622
227,6.033338623230836,2346.9410349954383,78.08868909382073,7848.327870845928
228,3.3523814533695564,2310.2435452985037,60.007437478308525,6829.050894988148
229,4.779203519662051,1874.2289080055648,56.477800321533955,6062.644742927841
230,2.3374649181209834,2177.0800943727877,37.33993007234042,4973.348674909273
231,4.267963852773688,1854.7303951555295,34.38126742663492,4620.381413214814
232,4.572138932242742,3571.0043908719986,36.335585514461364,6020.967616037969
233,5.094475099240419,2200.007650947259,46.28380612240698,6127.437423818913
234,4.50731121846189,2270.1644063458384,49.42184264891131,5981.169561533181
235,4.453351613401491,2468.2269474929535,50.439133612665756,5998.767368228138
236,6.417287339836568,2867.6064255602078,69.72295351009656,7106.535369223768
237,4.826337882084768,2520.165622571695,72.87088635834152,7126.5786821419215
238,4.022470726929655,2517.203600375787,66.28870380103506,6820.2819543309215
239,6.037737131637873,2477.66993754683,79.42624366754896,7139.193176010296
240,5.077258914071024,2700.2798926494843,80.56994205984772,7287.551217742382
241,6.415660007574622,2133.0742466476154,95.33222536029974,7221.868079187518
242,4.2420796268938155,2306.775689637014,82.18425802258974,6720.837510484006
243,4.334906966038677,3357.8651961320875,73.40949423875931,7164.167717336649
244,3.062845890704107,2548.9361452990765,57.60289703158322,6613.737180849132
245,4.827541712978986,1883.0406907065071,59.59516697968288,6075.113381139948
246,3.3976433859067803,3014.547025212093,49.227441023295945,6006.115284006673
247,2.9337780813468255,2274.649303503158,39.00736504444323,5361.580656976306
248,6.527670689378576,4000.0,60.72078755695121,8164.493193370334
249,3.9632340432251385,2838.500731048545,61.67049540206489,8090.5796706899555
250,3.153023177082959,2521.859235388794,52.30045082242145,7194.117500063619
251,5.582852165871608,2363.762153903865,61.608307153326294,7099.529387086583
252,5.953425608592446,1911.3197474776582,69.11468347599626,6572.090875258931
253,4.0151888962502005,3125.6800049183234,57.743497833865,6661.389142096923
254,4.948305542904459,1936.48343301902,57.23002956164173,6134.07976637996
255,3.9565621532537714,2400.8028268564317,49.45051555555194,5799.0477807692605
256,4.349228570754642,3073.1931745466854,47.38754757248898,6312.898986626653
257,5.079215078587523,3119.459358191052,54.84014736691066,7156.009069402577
258,5.32817024823231,2261.851035417945,65.10755959443586,7056.907025744743
259,5.83115761351407,3279.7298118657027,77.90508619816633,8094.4079928269775
260,2.863178404595944,1602.4489133928505,59.04292858385184,6696.863217165913
261,4.693869199173311,1449.2525804842962,56.69891679489833,5551.736910942907
262,5.051402649066678,3302.810731825676,56.157043908397235,6568.939429701798
263,3.9371329786101574,2945.108724911898,51.17101995765702,6693.164114360043
264,3.4540615267305617,3242.497217697284,45.13836468472145,6778.448240947314
265,4.644641581776991,2494.2630340105725,49.8958133428252,6737.793506752784
266,4.49491070226423,2294.874237340007,51.31744836426353,6397.9232089742
267,2.8646141138828325,3090.603428870105,39.75512746790313,6029.398925228432
268,5.477907723952268,2075.0174016923056,47.926271863191225,5969.530642248622
269,4.04491386779752,2666.245195537209,44.54634342794165,5951.601689972054
270,4.318689656568472,2212.4794010224145,43.91810277310776,5699.087241208838
271,4.885653267732636,2979.889526345108,48.18316793728279,6420.138396818525
272,4.911166215608317,2776.862660731465,54.384769399938406,6835.082855184172
273,5.302193162439613,1653.6880416352446,62.180239542688305,6141.040766747897
274,4.385626788534037,2920.3637875691593,58.120575919394255,6372.457899274586
275,4.531691519634279,3746.022511285115,58.425871361914474,7429.25345182714
276,4.461350699058488,2071.574899062412,60.51776402947629,6923.787820335084
277,4.835544037812008,3218.5844872953603,64.04515863742974,7513.390031471885
278,5.503079083735773,2612.5361737514345,73.70029088349031,7698.914783903697
279,4.687435653003747,2340.0590076299563,71.62642331170012,7241.026718158766
280,5.13602896676717,2248.881393428872,71.44622602556547,6873.506168641683
281,4.807591652162211,2441.8250175398525,67.16754607930356,6669.554404828997
282,4.720090189692512,1639.7627399921698,62.50548536908196,5799.327154533352
283,6.074743458618876,1208.265838688941,66.28854795022536,4904.239310915147
284,2.7934305159560844,2069.5766456876154,46.05323203717437,4249.509536158151
285,3.9243641555643123,2689.103892795353,39.793317363203535,4622.688244319962
286,3.8154366730376044,2983.6573487266396,38.306794897980716,5170.02240713926
287,4.747551931500317,2072.901430337502,46.68041545101196,5298.83498886683
288,5.234388834899583,3159.1430431595236,59.674670208039316,6380.044319744311
289,4.906813048584868,3358.7519227628804,71.29425126745977,7374.0412525383235
290,4.256930524305113,2346.383882863694,74.23144645552115,7217.601875665405
291,6.113008243633889,1844.0734275986324,92.03769491637449,6839.7084528206415
292,5.586217780063536,1698.3651848546033,93.81944211017641,6181.210073176712
293,4.701831953927747,3241.85469594256,84.54102879087915,6691.876735644782
294,3.284754516601614,2475.1114737967964,67.43765196836286,6309.3135302207165
295,5.02500695067761,2562.916000750073,70.84378163707567,6555.93388428832
296,5.416168335526702,2892.775904973259,79.58027972963181,7180.083344882208
297,3.424039039270109,2305.7161452172168,67.47719601535898,6632.5185270980655
298,4.458714185002022,2228.4167674515193,65.67628572996561,6307.728892036996
299,4.822075000648031,2477.397348262317,66.1322158866542,6351.834885815681
300,3.2711478728267966,2371.294106601196,53.890326368236366,5825.424839415778
301,5.400305372708962,2843.9945317895804,61.28194375663332,6571.706448600379
302,6.114311063144732,3257.948823232941,79.56985952614882,7878.067456514351
303,4.850250893007898,2678.6811412643415,83.8845360499448,7952.299571243679
304,4.835440243744934,2237.8748425658337,83.92057661543464,7472.547926851102
305,4.812531788313645,2120.6373258686044,79.41461192180105,6863.48906031293
306,2.868553423368472,2707.615074311975,57.79160919094313,6153.259127324627
307,4.983562586858564,1995.7671655060203,56.95319875082329,5803.505523323967
308,2.576285173113254,1937.8309442608734,40.71065708870244,4828.365035052317
309,5.208584086996321,2255.350385213691,44.16268017534117,5193.7835551742355
310,3.776559206381383,2828.354112010389,40.481485020067836,5441.054201265367
311,4.680113951325055,2338.757856566042,45.34915682295913,5628.853111299864
312,3.718461928914394,2854.546198247984,43.3276149136347,5801.831324466438
313,4.4458811123807855,2840.4758693259255,47.85127455303481,6255.907110896062
314,3.916955475604057,3291.206906050867,48.41216637020661,6740.74981022568
315,5.1014289843952465,2359.520511206107,59.046615543045725,6789.213147994126
316,5.523423220012846,2573.193482521114,70.10769251255465,7074.01455603704
317,5.158429927475035,2052.1069012796715,73.58611637289904,6652.102389804546
318,4.527280769642205,2636.6360786330947,68.40981750940837,6601.207552129617
319,3.1774097170368645,2295.6833765611836,53.613517853207995,5915.093283795317
320,4.401274627509322,1916.5651192681657,50.851071384213924,5432.655600225096
321,4.426161034018629,2836.187443188712,49.26239006197497,5850.415235910806
322,4.161626657875461,1899.145250453551,47.59907822506673,5394.909875188839
323,3.0563922228797393,1373.890611015004,38.480407394578535,4387.524176776593
324,3.5974462379465164,2748.9982119979413,34.20012807985981,4679.385379311202
325,3.809769299941965,2153.46204573567,33.44619517111982,4632.288832515626
326,4.577612367895923,2584.041789204221,38.799749462687565,5188.885418575941
327,5.742238862256696,2459.1035360307396,54.71768457001767,5891.594826728551
328,4.669890862711692,2930.3405889337187,61.09563948783632,6458.81754636673
329,3.9292912621946408,1933.7370364147814,59.39385298180221,5972.2723435702455
330,3.8529112426463117,2442.0355497232335,55.46230166266423,5796.3464020406545
331,3.541537365998475,1629.8538649128507,48.89219861250886,5019.400769447679
332,3.9873424965321687,1746.8509084295583,45.241943163405594,4554.072877080415
333,5.465137483830458,1738.4165457558688,51.020952388101,4543.438543954034
334,3.4111534276167808,3696.797760814431,44.03177957654767,5261.545346443754
335,5.408802086966923,1186.4138602822661,55.08902241448077,4725.309936828411
336,3.7243197805592354,2329.508196882784,50.32728279989094,4681.391474340405
337,4.011386804209775,3058.5017086189537,49.55687805125324,5290.4704234836045
338,3.8697974070081234,2771.3611225501663,50.53552667439343,5640.701162352512
339,5.712467499081302,3015.4197377150044,70.67997461712474,6762.805312241418
340,4.8227397878984455,2343.124939096475,80.41591586340077,6845.729351884474
341,3.964095075909031,3079.208801912293,76.60273273034953,7061.479423159868
342,3.6136706746625684,2515.691889060168,68.7106415750092,6735.923913064995
343,5.2730232368755985,2783.064426006203,76.55804482598307,7169.667633083758
344,3.4848465016060057,2553.4245161530384,65.50010199746747,6709.823315850964
345,6.316649806940997,2538.4968431634975,81.16710032842587,7212.664309579282
346,5.8677477115137275,3051.3698043651907,91.67748034836943,7976.354324497337
347,3.8428270031033813,2388.904206350952,78.9434665032626,7384.611195683451
348,5.004391705772839,2286.7526685488583,77.83636465628766,7027.162449762312
349,4.996693846548549,2476.3154759992744,75.22186508821707,6899.264077176415
350,4.9068308232824,3084.603124268481,73.03725669315952,7357.58689612066
351,5.094524782976974,2358.2680838747606,74.80296370615136,7184.298136446958
352,4.767081957704216,2584.690423843486,72.36085889628167,7083.061253829603
353,4.693853012535971,2384.6197040114403,69.12039837439089,6809.672702086081
354,4.97366560177525,3816.010666001589,70.3799340940956,8007.664710877776
355,3.640031015278125,2378.1032682595674,61.42924966053632,7366.882859308838
356,4.96042779007891,1879.854151298945,63.64668079872216,6581.43205094967
357,4.918612153089733,2167.141753952153,61.60799584637687,6194.402551437342
358,4.4556876183134735,3038.9837527429763,56.458640490553336,6563.963417695316
359,4.519243121978036,2472.592482941039,55.14797680041531,6483.34952143651
360,6.463751170394696,2438.7378351864554,72.14534182753745,6988.040083038005
361,5.017380985814534,3632.878653275796,74.84312943855797,7987.255375384556
362,4.56114343512742,3164.9956909711505,75.04416413494141,8339.703314963439
363,2.974924522774796,1808.0533989594292,58.700038822179046,6986.087005147232
364,5.617570579196195,2692.4387506489,66.2780109512945,7308.736216195256
365,4.236675033475535,3296.106477189715,60.54692302576674,7574.737573122935
366,2.6729392935987644,1600.2348054373115,44.40100230520915,5988.043699122766
367,5.042546337237166,3510.828026129545,48.142927487298756,7270.532162674916
368,5.027278802822139,3137.2297453737006,54.99392012551345,7894.192494056483
369,4.326266409075253,2013.3109573761603,54.06396077845531,6928.997488484402
370,2.6207496862788835,2449.302773147593,38.85940149917133,5796.752663964072
371,3.3545738650549177,2528.8129794274873,31.65716605532834,5368.18089963628
372,4.182177234930159,2649.652681566912,31.119451360420072,5599.879127125696
373,3.3909608372674005,1721.5295435254848,27.353538401106025,4693.870204250396
374,5.547185358915358,2613.4734388523457,35.74456756400615,5693.285454071812
375,2.9785216775413303,2493.677941033104,29.606443062049898,5241.370588587463
376,4.548360399760591,2777.159027732497,34.1177669876663,5821.303586027972
377,5.498707181378699,2833.9212140226364,46.89485544202715,6708.910139673249
378,4.604916228523545,2532.361894333916,51.50853104088949,6710.567902485748
379,5.740104887001402,2746.0161082162213,64.48986753358511,7284.90860082261
380,3.7649041583568224,2374.265318468372,56.65244344317654,6700.186056538704
381,4.312240412623694,1904.3267954584485,53.254752734764736,5955.186119539031
382,4.076323900196123,2338.9484976424574,47.53584821644257,5657.414442750133
383,4.294206223226241,2161.945666213952,44.77122389661587,5410.564652124757
384,5.8938416244632466,2973.2111017957723,56.46711104440884,6594.978662091695
385,5.09089491189833,2958.9789207959598,64.48125248404327,7218.381646819778
386,3.6504459861301353,2307.5090176667168,57.85637158120667,6689.698133764652
387,5.110013479450803,2256.472503914534,63.41263246339837,6545.252586271488
388,5.468969149374424,1708.768665549163,68.45014104313117,5949.895729075176
389,3.8220098959298228,2328.319362659281,56.97782846393866,5559.827605084649
390,4.543815060382231,3497.2215908961452,55.41772784031869,6524.131133706708
391,4.338167039498995,3224.3846215935278,57.18890320571601,7131.8717562470165
392,5.501034461540775,2786.8038971040655,72.09094858535647,7677.075541330491
393,4.865778885002985,2966.0641218873207,76.99696410646523,7966.196813608101
394,3.9780152945217115,2296.477646016636,69.48982251909648,7278.584696561484
395,4.794708234535462,2171.4965150534413,67.83413893018775,6735.001194802439
396,4.714733505782963,2317.7956990179086,63.643532910009675,6412.969580788004
397,3.062124305664474,3063.459371573792,48.26887315740831,6117.466058835848
398,4.510560824955045,3541.0689455955744,48.77763667260363,7104.765371654622
