Time,Q_in_m3_d,S1_in_mg_L,Temp_Factor,CH4_Prod_L_d
34,3.7404739318082143,2193.0484690044723,1.080700775730745,5072.877764890657
35,4.585191193859699,3497.4077026629816,1.0828652969751429,6294.949623339098
36,4.530921414531985,2130.447800131214,1.0850052634436675,6259.9484147397725
37,3.775972071190692,2729.870471820594,1.0871200410180701,6300.539253296031
38,4.291394864597545,2804.4219350365647,1.0892090030441146,6594.832929543853
39,2.715031521360807,2232.6203011546495,1.0912715305172689,5789.230743370878
40,4.10344690230288,2435.3518301753224,1.0933070122661301,5740.40288664751
41,5.6117335594703555,2956.926690564243,1.0953148451335266,6893.120415661684
42,5.002179664565091,2483.8801855989095,1.0972944341552473,7005.601568100083
43,6.2295927018407316,2637.519365257474,1.0992451927363418,7639.56243538497
44,4.176219485134729,1877.769675965876,1.1011665428249418,6674.190458647775
45,2.837516118918657,2816.635601892719,1.10305791508355,6030.042670533696
46,4.202755312267529,1989.6087613568448,1.104918749057747,5487.333417083761
47,5.010361433155714,1822.7904238121432,1.1067484933422662,5173.287949589884
48,3.1181676691329425,2736.255353131085,1.108546605744387,5047.181617681243
49,5.257062364473145,2838.1279881510486,1.110312553444598,6142.269341603226
50,7.233906135763389,2752.2195537542534,1.1120458131544833,7632.635573600696
51,2.5074344657132794,2392.6906397596476,1.1137458712717843,6666.133352225092
52,4.38551589735216,3202.692158288281,1.1154122240325908,7221.516897377898
53,5.129695711598201,2081.7919172426987,1.1170443776606163,6809.266459336857
54,4.072306053787645,2444.7860429627176,1.1186418485135166,6396.24570052253
55,4.392402327319267,1988.5953956870421,1.1202041632262014,5785.289651460769
56,5.572087394110259,2385.1585682419964,1.1217308588511041,6192.515440873819
57,4.960478067919806,2952.1477517276035,1.1232214829953622,6883.300855033426
58,4.220986527722597,1995.4595749399377,1.1246755939548712,6236.291372667614
59,4.954446080612969,2013.7927461499346,1.1260927608451716,5901.24777307913
60,4.493262069421821,2917.954480778864,1.1274725637291292,6383.008757238797
61,4.337876529535908,2452.4247703342285,1.1288145937413705,6324.866336864851
62,4.363551597532847,2937.847266708139,1.1301184532094395,6725.684673578304
63,4.682444352946513,2993.68518768435,1.1313837557716364,7271.189766994591
64,2.950045247484822,2329.4541523819585,1.1326101264915045,6293.8835649832035
65,3.9113116338585616,3261.892328555692,1.1337972019689322,6743.811464193052
66,4.276166135032274,2034.5539203401372,1.1349446304478366,6038.301150173322
67,6.843742210891837,3409.0402992268255,1.1360520719203955,8488.109324023384
68,1.4514255822524604,1920.9530934156305,1.1371191982278002,6388.732461994793
69,4.561605894592578,2435.23421044829,1.1381456931574951,6251.555133688602
70,3.9041490845509927,3144.1065939714395,1.1391312525368795,6571.915623351401
71,4.89107628102864,2721.8341230891942,1.1400755843234387,6926.694236528322
72,5.918349161604042,2467.9123416435364,1.1409784086912844,7280.9523049314175
73,2.1158641167278787,2464.409391758241,1.1418394581140714,5724.2249926119175
74,5.798140476498132,3122.860919284287,1.142658477444273,7388.623055342872
75,5.319046371388877,3156.777216033136,1.143435223988786,8273.168255174716
76,3.665784644907486,1503.0585949475733,1.1441694675808451,6317.52162181418
77,5.991780340493818,2268.6264654581287,1.1448609906482283,6536.285145323309
78,3.588394455011364,2764.8695243588827,1.145509588277726,6181.438670347522
79,4.815908507352712,3015.6235058496677,1.1461150682758632,6942.4896679897
80,4.252161940858919,2420.478112009141,1.1466772512258485,6569.340852132807
81,3.6007836841636838,1675.3264572268934,1.1471959705407415,5276.656313691445
82,2.7871920004349873,2611.232987395069,1.1476710725128139,4783.098045380501
83,3.237003612625717,2319.5862068452866,1.148102416359098,4529.200529833694
84,5.021949152298597,2610.606409601712,1.148489874263103,5564.409204016261
85,6.420001762474204,2978.951451651851,1.14883333141269,7378.571243237005
86,4.035286746570742,2910.599644317438,1.149132686034093,7367.696042674301
87,3.978678975344588,2791.92620411364,1.1493878494220768,7137.993636705129
88,4.108777608777482,2715.9488955242855,1.1495987459662234,6907.199219727249
89,4.781437267609455,2017.0025267668207,1.1497653131733347,6235.683013931803
90,4.923001829726267,2129.7946507921956,1.1498875016859524,5934.703215264027
91,5.565742616898294,2202.6077596180903,1.1499652752969836,6080.816154185758
92,4.89224963493583,2636.850510706476,1.1499986109604285,6428.825783123745
93,6.058459173525547,2174.7067474717473,1.1499874987982106,6620.069073486643
94,4.470587837000902,3092.6759907648066,1.1499319421031036,7076.168654411233
95,4.533986521929722,2783.659930242291,1.1498319573377551,7249.854588526643
96,4.882040430882463,2960.9116981221055,1.1496875741298087,7700.359679411142
97,6.055321900439697,2228.21948982203,1.1494988352631255,7603.441908564395
98,4.981147528933548,2114.6810344296464,1.1492657966651045,6946.016106713313
99,2.888732068857612,2481.4226978142165,1.1489885273901121,5970.210319299598
100,3.377511717063274,2644.889411101769,1.1486671095990182,5642.17748691231
101,6.084921905813601,2582.5183133248474,1.148301638534851,6659.664524781535
102,2.972496535629098,2194.8320010812176,1.1478922224945745,5704.7928050897
103,3.3850071443813117,2854.3116075156263,1.1474389827969973,5661.796525665434
104,3.901563887468584,2529.417473951225,1.1469420537468236,5648.937207474353
105,4.169558703939655,1455.673106700905,1.1464015825948553,4672.501728135476
106,4.662358026517873,2336.027605674622,1.1458177294943592,5072.838033305402
107,5.688562296029614,2801.7369629225896,1.1451906674536096,6348.676865662128
108,4.297595728472825,3232.3279415435354,1.1445205822846223,7049.91114245715
109,4.772177753693916,2468.6881504458997,1.1438076725480943,7048.322398412931
110,3.4231875602540516,2736.088339032179,1.143052149494567,6594.656383887115
111,3.6700962572736917,2052.636381776865,1.1422542370018256,5734.274025317584
112,6.094274020831749,1769.322066097457,1.141414171508563,5558.858810087978
113,5.682501146664356,2576.0125524277946,1.1405322019443147,6286.1709681665925
114,4.3941770171983245,2212.7032482293507,1.139608589655697,6014.080082276467
115,3.6494780466412395,1960.7312930698404,1.138643608328964,5328.723304071501
116,6.375661352467633,3097.4585603694413,1.137637543908909,7108.873391370245
117,3.6162732758733944,1884.722678297082,1.1365906945141324,6256.901239501675
118,3.457610410546528,2068.4377586387477,1.1355033703487027,5510.126653513616
119,4.502198882623397,2664.8448122132645,1.1343758936102364,5899.483268632436
120,4.418681063223664,1811.9081570428107,1.133208598394424,5362.209798732908
121,3.339915821904593,3124.8680970773744,1.1320018305960304,5598.165555120129
122,4.824039802512042,2235.5338726007635,1.1307559478063982,5733.03692288271
123,6.545042718317406,2337.2134862978387,1.1294713192074868,6494.589736781066
124,3.6683905860662622,2764.914997296431,1.128148325462474,6375.513414111722
125,6.961296060092442,1722.035168377009,1.1267873586029595,6225.10451335258
126,4.343612899247789,3212.5403229179697,1.1253888219127957,6727.747060661438
127,6.19390712400314,3058.207961977781,1.1239531298085865,7968.698121930334
128,6.655223852772116,2344.623235148189,1.1224807077168875,8248.512448382575
129,3.8557247698466304,2660.9820275626953,1.1209719919481418,7740.858074318049
130,3.74452294126639,3159.6519086136577,1.1194274295673923,7625.075828807567
131,5.284176478250122,2699.8968232588463,1.1178474782618073,7816.614254582616
132,3.7471413575195256,2059.3460130768417,1.116232606205056,6718.630877549941
133,5.1782856273461135,3141.705129446368,1.1145832919185814,7526.371981958354
134,4.692877842314927,2661.1999629302013,1.1129000241298013,7442.118954359839
135,1.2684948253015222,3069.745518440363,1.1111833016272894,5779.293764823783
136,3.673918407469653,3349.5917768140807,1.109433633112973,6307.631043296793
137,4.221218658498184,2569.4237172693006,1.1076515370513942,6233.075835586804
138,4.677376098367279,2702.9500924203167,1.1058375415160766,6531.013352352151
139,4.29084844845101,2865.4645395914167,1.1039921840330467,6700.4844597598685
140,4.922045932183033,1636.4872258640494,1.1021160114215525,5679.056504190113
141,3.946128789125688,2037.4096339178927,1.10020957963203,5075.70850824213
142,2.6925544121101264,2166.6219401526664,1.0982734535813627,4331.385115437519
143,4.45352961020516,2575.6493016018803,1.0963082069854846,5032.668625042093
144,3.70499032600771,3082.0200500050573,1.0943144221893752,5601.720042983319
145,5.12304834297559,2718.666211803958,1.0922926899944991,6397.364161441955
146,5.128115608213209,2743.6934464235483,1.0902436094837384,6943.866541101018
147,3.525653688452037,2834.203285256775,1.088167787843871,6660.999746624576
148,3.560697973423271,3053.2207413497445,1.0860658401856487,6612.348829689264
149,4.852934456403628,2411.4781432475684,1.0839383893615264,6564.483817137568
150,4.9422955852070505,2181.85185086277,1.0817860657810976,6262.995205070662
151,3.2724796636387827,2463.232752993476,1.07960950722429,5639.029969321282
152,5.331154759734584,2985.6208757610834,1.0774093586523779,6720.462491104951
153,4.661819058366765,2518.182976643386,1.0751862720168663,6711.566717598892
154,6.202388723885957,1787.2722220159276,1.0729409060663035,6294.643920725407
155,4.126941697344427,3067.761856972057,1.0706739261510796,6516.2506053876505
156,5.76405413177422,1491.344642988215,1.068386004026269,5761.603081919692
157,5.847829899424574,2976.7800470060174,1.0660778176525743,6771.099181599347
158,4.901677906599365,2039.3199533045668,1.0637500509954332,6440.513163426039
159,4.599166932310546,2469.1079693649554,1.0614033938223433,6386.813544666816
160,3.9614616078333453,2843.6458345011147,1.05903854149847,6450.123231851048
161,3.897296442674149,2255.0441184529413,1.0566561947805948,6063.736417102914
162,5.5861712022479555,2418.1885503837816,1.0542570596094651,6418.296012591726
163,2.4629612743088494,2443.1732713453684,1.0518418469006101,5625.717340974744
164,4.229015677184053,3265.6307751338245,1.0494112723336795,6367.727239843041
165,6.496028997150296,2354.078826592008,1.046966056140374,6939.507605940809
166,3.855932140291522,2652.2400422477035,1.0445069228910235,6683.005453333425
167,4.653971854285931,2253.169260873108,1.0420346012798825,6404.132721970646
168,6.119528802387194,2791.497013559629,1.0395498239092011,7221.531991380328
169,3.2502974362066617,2167.9593316486826,1.0370533270721403,6387.383003036543
170,4.225098670419194,1327.6926126415426,1.034545850534592,5205.85566436908
171,5.150697407700662,2817.957106874144,1.0320281373159694,5930.985985674177
172,5.894405135374647,2757.2036498095626,1.0295009334690364,6780.00214654459
173,4.175731469512154,1686.0216718657268,1.0269649878588343,6008.225429501854
174,4.431145758401583,2058.1678743385505,1.0244210519407775,5629.302456353312
175,1.9712270486521994,2277.155748823846,1.0218698795379813,4736.797406389747
176,5.671673604813508,2396.7303440920577,1.0193122266178871,5441.096149498792
177,6.3677991518633785,2294.10974619478,1.0167488510682543,6041.219705596152
178,5.551422641856901,2348.1890105675884,1.0141805124725798,6296.145839763852
179,3.6322890798597,2568.695642469813,1.0116079718850195,6115.678992996846
180,3.9982365728678175,2306.684635397679,1.009031991604869,5911.312010281589
181,4.7871192644301646,1900.5405563371828,1.0064533349506797,5606.98486165376
182,4.602062084234954,3419.6911641004594,1.00387276603407,6483.0665538329185
183,4.27433463723971,2415.594754858389,1.0012910495333034,6458.748681522639
184,6.342637741475904,2520.6205777282103,0.9987089504666968,7029.668041574831
185,2.895192588444281,2724.7668388842426,0.9961272339659302,6562.364863873251
186,4.721000285770237,2955.780926389186,0.9935466650493204,6974.229951620836
187,4.058649220478234,2657.1258650954674,0.9909680083951311,6851.427087905417
188,4.116357032299752,2239.2383081029243,0.9883920281149805,6386.665150684535
189,4.779138945601797,3286.221924052836,0.9858194875274201,7112.788003465929
190,3.654729623372596,3469.1413862565896,0.9832511489317458,7378.783916386542
191,6.383774241563723,1785.571600027737,0.9806877733821129,6878.764385484409
192,6.255785602631336,2447.379412992995,0.9781301204620189,7070.5441979857
193,5.866580692316285,2799.3195341294727,0.9755789480592225,7493.093869153934
194,5.972920599052312,1335.8052560980705,0.9730350121411657,6466.098798657774
195,3.706779913876301,2837.5227158723997,0.9704990665309635,6173.784241503726
196,3.7252593831082956,2488.6120807051,0.9679718626840306,5895.056389241703
197,4.129989812735603,1315.1548438465643,0.9654541494654082,4993.699671808846
198,5.7373196721189075,1969.6523414375995,0.9629466729278597,5067.4703442904465
199,4.930674098909139,2264.26412204431,0.960450176090799,5206.283537130326
200,4.005820416768807,2427.2473833486642,0.9579653987201175,5241.522873286227
201,7.462353183140136,2548.381980922229,0.9554930771089765,6289.739811344032
202,3.0864386375169186,2336.2348606334067,0.953033943859626,5986.872827113244
203,6.065304197176293,2636.8061163685193,0.9505887276663205,6600.812151525906
204,4.968136809911707,2163.717189393644,0.94815815309939,6525.980322656357
205,6.054666055187454,3498.41985766029,0.9457429403905349,7672.347689224739
206,3.916031056382499,1799.2477181833697,0.9433438052194053,7182.686483975946
207,4.005367694103701,2684.7888572380225,0.94096145850153,7009.92474409732
208,7.2908701124971405,3205.7550092043894,0.9385966061776568,8272.062009647327
209,4.847084092884173,1745.5364741728538,0.9362499490045669,7631.541712459975
210,5.668405344839685,3333.4331077042384,0.9339221823474257,8240.406586824276
211,3.3348353325471987,2550.5666238861468,0.9316139959737312,7714.655671694783
212,4.339778203081855,2349.3745672479026,0.9293260738489204,7231.062568701635
213,6.173570866245167,2001.6243358537529,0.9270590939336965,6874.358030663701
214,3.340300044404203,2228.756150032391,0.9248137279831337,6110.21994346706
215,4.284514971233962,1498.8730500283718,0.9225906413476221,5231.481656569769
216,4.1443180712510514,2440.096599434473,0.9203904927757101,5164.989036456788
217,5.8833434726257465,2636.0595814973044,0.9182139342189024,5867.227507968762
218,3.7560481211342145,2664.3995754230846,0.9160616106384736,5877.97942799965
219,5.596534347361676,3738.9391486467166,0.9139341598143513,7318.057299188661
220,3.530587742556812,2060.4999582654445,0.911832212156129,6901.55385518018
221,3.271500909415586,2278.1045904983757,0.9097563905162616,6327.403784843079
222,6.090627434734134,2400.7678617222077,0.9077073100055009,6613.683471667858
223,4.387655283681644,2160.2279894916637,0.9056855778106249,6221.437189015124
224,2.970174642689316,2646.0475094792823,0.9036917930145154,5776.965576605977
225,4.181413524595189,2487.3814498579422,0.9017265464186373,5737.26361971282
226,4.923198698849383,2639.1300504566516,0.89979042036797,6062.485077808659
227,4.0677285110972825,2981.932690698005,0.8978839885784476,6308.874217236007
228,5.213035146581762,2686.7183995410546,0.8960078159669534,6690.990704196322
229,3.2667555918367412,2243.8585525078224,0.8941624584839234,6141.927433396622
230,4.286131701777203,3007.9237824050256,0.8923484629486058,6427.993152936246
231,4.348636581711372,2661.994334671969,0.8905663668870268,6478.729945325135
232,4.7942585014765555,2586.694139324881,0.8888166983727106,6571.755049235148
233,4.309962989557142,2424.8517771831584,0.8870999758701987,6366.867713403286
234,3.8665814781662062,2316.5006286744747,0.8854167080814186,5979.914296412854
235,6.257040663538738,3259.287155291392,0.883767393794944,7207.872443078484
236,5.397880675994976,1828.511278998897,0.8821525217381928,6763.25850380301
237,3.469602409169825,2341.6879375326253,0.8805725704326077,6180.50691866829
238,3.797848857839477,2323.7926247363393,0.8790280080518583,5790.86648222994
239,6.146153826036283,2553.009743119978,0.8775192922831127,6304.518898279726
240,4.991804671708602,3223.839283672135,0.8760468701914136,6921.98257321867
241,6.4463623690737135,2231.1518051648723,0.8746111780872046,7085.39995807647
242,5.268427794674902,2564.6059120658797,0.8732126413970405,7110.6724561637975
243,6.8456785194272385,2801.9955132473215,0.871851674537526,7676.445615304943
244,3.7283969457674466,2448.3259120790417,0.8705286807925132,7301.36741569437
245,4.483456259847654,3644.713956477186,0.8692440521936018,7797.133245349582
246,6.767303027557919,2861.0776980565447,0.8679981694039697,8449.387662286621
247,4.712367316597314,3286.5755715497507,0.866791401605576,8718.981519999068
248,4.62106255594096,2061.350144564988,0.8656241063897636,8103.73955591415
249,5.429765701024659,2634.9380356973734,0.8644966296512974,7939.10086915053
250,4.126437700088667,2841.8738265395114,0.8634093054858676,7631.099114428489
251,2.8183313669672048,2410.9741738359476,0.862362456091091,6784.614044984373
252,4.428798092073337,2370.0002834337706,0.8613563916710361,6431.766142213739
253,5.059099390388881,2481.605921740491,0.8603914103443031,6419.020467826967
254,4.439377302811167,3463.8367263023274,0.8594677980556853,6960.471441733426
255,4.7880241165313375,1661.0771123407153,0.8585858284914369,6283.732119059769
256,3.7309237299981626,2440.490134753699,0.8577457629981743,5886.657439059044
257,4.729575320698442,2709.9581703511103,0.8569478505054332,6095.969643330288
258,4.83629174380753,1842.3142745914495,0.8561923274519055,5693.782595685488
259,4.876681239297717,3143.320258023506,0.8554794177153777,6265.425988907219
260,5.98689488152888,2022.5780035608725,0.8548093325463904,6254.512085602925
261,4.712441048348755,3434.7453629116617,0.8541822705056408,6831.687620954069
262,3.3918590896161316,2083.235265113149,0.8535984174051447,6364.730452283047
263,2.1650062041898015,3076.282507454217,0.8530579462531764,5893.39427868835
264,3.5161290002182746,2390.2456484289282,0.8525610172030027,5621.082552348947
265,2.3061748870945262,2565.0203695846662,0.8521077775054254,5079.28511319346
266,6.61651290087433,2563.039271580864,0.851698361465149,6007.417200230392
267,3.2325962621944386,2552.9060679867835,0.8513328904009818,5734.625868721469
268,4.442401784973238,2667.166567615525,0.8510114726098879,5930.302313066896
269,2.568200665487579,2364.448380442143,0.8507342033348954,5375.606347601718
270,5.239988355281558,2757.9097669284256,0.8505011647368745,5972.893767897528
271,5.798952452381378,2872.848449548918,0.8503124258701912,6708.239303025745
272,5.424752383489049,1834.646298431503,0.850168042662245,6357.768825107745
273,4.9609130045207,2479.0560839306863,0.8500680578968964,6324.856341238364
274,4.145539960874102,2616.102612273165,0.8500125012017893,6231.799563390803
275,2.866629551974553,2870.14126934497,0.8500013890395715,5951.50479383956
276,5.055281977790685,2201.495290729413,0.8500347247030164,5927.825809716044
277,6.384707378183208,2396.0898848564348,0.8501124983140474,6304.702088393988
278,4.12203101776187,2573.433191354217,0.8502346868266654,6220.448893133987
279,5.46309578468413,2058.8583614358226,0.8504012540337766,6107.11387697777
280,3.7694000518834194,2524.807477896151,0.8506121505779232,5909.5363291680815
281,3.661818591070634,2192.0500897229686,0.8508673139659072,5586.450371700362
282,5.6641330529188245,2078.474658106178,0.8511666685873102,5624.55961665946
283,4.4588878695726395,2580.3472674930417,0.8515101257368971,5720.8187654446965
284,3.4171147329224576,3344.667644750286,0.8518975836409021,5964.322163300029
285,4.986907684416427,3085.76915325804,0.8523289274871861,6630.82133064184
286,5.58447789228773,2000.7235215645715,0.8528040294592586,6575.156038155191
287,3.327491998198937,2693.0140821031227,0.8533227487741515,6328.304599978496
288,4.575938266967834,2183.493976685063,0.8538849317241369,6123.120070277957
289,5.201581301434544,1791.6327427766905,0.8544904117222739,5747.929395485619
290,4.684290546736111,2445.718803833281,0.8551390093517718,5738.097042113092
291,5.172857771971802,2325.995644776048,0.8558305324191549,5823.252391336947
292,4.676463569878334,1231.2362269779348,0.8565647760112142,5142.758642269806
293,3.6864732176880453,1820.5249662453227,0.8573415225557269,4682.388406574781
294,6.606108668517216,3001.4281772244526,0.8581605418859286,5713.321278447651
295,5.099558107543138,2348.9589270623255,0.8590215913087157,5955.55485677299
296,5.669560645710908,2297.245593976476,0.8599244156765612,6173.787176980192
297,6.655024918700271,2188.00310444468,0.8608687474631205,6384.044848593573
298,5.466205594752623,2995.964494071537,0.8618543068425049,6816.57524782446
299,6.424959042226009,3399.8950035177136,0.8628808017722,7761.207360713087
300,5.0398879662788385,2841.2576659481333,0.8639479280796045,8188.088031281677
301,2.657141300896013,2024.1778999752319,0.8650553695521634,7755.6764362053
302,3.889814679398384,1728.86257548731,0.8662027980310677,7050.633553649786
303,2.733755263244649,2303.257921280749,0.8673898735084955,6325.368095270262
304,4.749651336376262,2581.5816042292845,0.8686162442283635,6331.652562060055
305,3.497808370300673,2562.78265835486,0.8698815467905604,6055.62375783394
306,3.190934834028691,2669.0410662912404,0.8711854062586295,5800.6435587012265
307,5.475849819912567,2300.164756182562,0.8725274362708708,5979.596547776322
308,4.352943538264512,2440.150386778507,0.8739072391548283,5934.180830022449
309,5.296345496117667,2442.6807073566756,0.8753244060451288,6142.808713225664
310,4.154934939455361,3070.214400089524,0.8767785170046378,6428.886383215434
311,4.299999586371869,2288.740298457058,0.8782691411488959,6277.34375375035
312,5.808377062877478,2153.3520553450976,0.8797958367737985,6298.51315597535
313,5.09627755697878,1582.8137345943605,0.8813581514864834,5710.944094942851
314,5.006610698428669,2152.7013591395576,0.8829556223393836,5558.4960529376895
315,4.607306930075284,1240.3623292739035,0.8845877759674092,4839.648816388852
316,6.558718188941149,3450.8707108847907,0.8862541287282156,6186.344361535109
317,4.223617017649488,2335.873473028885,0.8879541868455167,6271.983171304906
318,5.844412818870492,2590.036109999424,0.8896874465554021,6725.185851349225
319,4.490158976236013,1983.0166780259137,0.8914533942556131,6480.6870261663325
320,4.957011879753157,2039.6808313460872,0.8932515066577338,6249.409134635478
321,6.599918848685319,2780.303510080527,0.895081250942253,6856.576069549707
322,3.5445232060099907,2549.0407930851648,0.8969420849164499,6700.672594151217
323,5.250411800648074,2688.38432602112,0.8988334571750581,6984.191816986072
324,3.6830210164007307,3250.7756233922064,0.9007548072636582,7170.653205704748
325,2.1327252027401395,1392.0298003553733,0.9027055658447527,6200.810165689502
326,3.769289148043713,2623.3602569717423,0.9046851548664734,6057.935981182115
327,3.560814743929874,2389.366277545138,0.9066929877338697,5755.9965893988
328,4.597754735811347,1782.0182540785408,0.908728469482731,5318.276257552522
329,3.584174219901393,2022.2598996713455,0.9107909969558854,4889.377353376037
330,5.845100945774479,3726.468148776953,0.9128799589819299,6674.502260960566
331,4.488588311581785,2244.242074378057,0.9149947365563322,6631.68265662749
332,2.03620004517423,1801.3009315194543,0.917134703024857,5626.364174197179
333,3.8067390244470998,2217.6219961054885,0.9192992242692551,5325.697429213826
334,6.004682032725451,3028.6964676653197,0.9214876588951675,6512.897443233966
335,4.247107469849864,2281.5455301301827,0.9236993584221844,6322.243911012159
336,3.5399966563560827,2826.9402165338615,0.9259336674760034,6226.728538524482
337,4.199968733797605,2722.351102892417,0.9281899239826318,6331.13927551681
338,2.6155313802439295,2189.8638722702008,0.9304674593645723,5560.3631135399555
339,4.898934452052902,3031.5169740205383,0.9327655987389384,6329.034300033058
340,3.9798014720388273,2095.7048295534332,0.9350836611174352,5886.709116110167
341,4.16625392860926,2842.1124363208205,0.9374209596081524,6101.891470230443
342,4.681720671049118,2880.667114661837,0.9397768016191039,6543.51927963482
343,4.267193900507726,2725.100585375799,0.9421504890634589,6616.593449632805
344,3.983863999591166,2497.2328851099246,0.944541318566399,6369.961626627098
345,5.941262371056584,2075.4645645001237,0.9469485816735442,6322.746433248623
346,4.526861798528181,3883.780841787017,0.9493715650608829,7356.215298006484
347,3.6633888146611686,2987.63696231296,0.9518095507461453,7316.715602207255
348,6.072174639071365,2798.267508527875,0.9542618163015566,7932.648225610794
349,3.5583747872810454,2610.8058125451716,0.9567276350679085,7335.185330720937
350,4.068718050133392,2920.1472129164067,0.9592062763698842,7199.141910987868
351,6.665079552769854,3617.570029198966,0.9616970057325718,9021.486881524052
352,5.9366114155664365,1508.1059824089264,0.9641990850991075,7810.281883815141
353,6.11721866534145,2882.536175962675,0.966711773049375,8110.248554529513
354,3.775222700326599,3143.061696937272,0.9692343250197071,7828.162506191029
355,6.268799235354115,2227.507763505167,0.9717659935235134,7649.993587286062
356,4.477348560565584,2647.86175154766,0.9743060283727784,7314.491357196229
357,4.469783221105552,2474.6100392258563,0.9768536769003578,6952.827987487028
358,4.865611165346305,2167.172274055589,0.9794081841830102,6529.6858652052615
359,5.105661186788076,2300.0964288005025,0.9819687932650971,6388.276360302386
360,4.590680843826997,3794.420824315868,0.9845347453828847,7409.622581048763
361,2.7565493156000676,2076.728582963179,0.987105280189383,6467.607195607145
362,5.458120419335929,1661.811012511187,0.9896796359796519,5839.866149747619
363,4.401495487643423,2760.583306097972,0.9922570499165119,6029.10316905592
364,5.508053643081563,2053.331591313976,0.9948367582565881,5973.462055557066
365,4.025406863807387,3000.2112628418963,0.9974179965766247,6216.403131560745
366,4.332495697241245,2638.9043493941667,1.0,6346.978141127793
367,6.041894663416434,2422.749846605013,1.002582003423375,6794.182177089779
368,3.1749914657525764,2908.4067515374354,1.005163241743412,6508.868801378079
369,3.424635917797062,2620.891019681347,1.007742950083488,6194.724459965854
370,4.9481201297594515,2543.227441631284,1.010320364020348,6438.424952503026
371,6.17780480053566,2286.024090165234,1.0128947198106169,6727.061293953047
372,3.6431914371242637,2747.635114093986,1.0154652546171152,6483.281842621494
373,5.2133031446678,3375.016915917295,1.0180312067349029,7556.11125069296
374,3.0005207004456413,1948.2388279590127,1.0205918158169898,6512.240332780761
375,3.2568774277764163,2556.9553747847467,1.0231463230996423,5968.110945281874
376,5.771876074944759,2415.3423717639225,1.0256939716272215,6414.9932617804325
377,4.131449195696167,3234.266574283489,1.0282340064764866,6850.372782284179
378,3.80702226605893,2109.2866213914326,1.030765674980293,6162.4502738656265
379,3.420361803864334,2097.253496091025,1.0332882269506247,5413.405592618537
380,4.38521983643057,2231.3498295564896,1.0358009149008924,5326.46124029798
381,2.849312268411632,1739.5537268101289,1.038302994267428,4405.461298932709
382,3.621843122994715,2482.238573747806,1.0407937236301157,4567.886810719182
383,5.4305322844174135,2963.5090618986987,1.0432723649320912,5991.058067457296
384,5.973204362824199,1965.3727549166106,1.0457381836984432,6088.107938725969
385,2.5093857515414535,3411.910150136453,1.0481904492538545,5856.633453705583
386,4.755049466235493,3406.8769753072997,1.050628434939117,7019.719930497586
387,4.730591137807932,2770.415110687853,1.0530514183264557,7328.497222487403
388,2.9616743583497387,2309.393813147488,1.055458681433601,6383.127402063121
389,4.017408766679526,2790.2310907783876,1.0578495109365411,6388.94927623034
